"","x"
"1",-0.008845711987159
"","x"
"1",-1.13196248668771e-06
"","x"
"1",-0.00885651261319209
"","x"
"1",-1.69433003326287e-11
"","x"
"1",-0.000222586203769489
"","x"
"1",-1.2503361882367e-08
"","x"
"1",-5.50138593560442e-08
"","x"
"1",-8.30735112803585e-06
"","x"
"1",-0.00709212106278789
"","x"
"1",-0.151916036497783
"","x"
"1",-0.155372061022661
"","x"
"1",-0.000479521339993133
"","x"
"1",-4.74394885414165e-08
"","x"
"1",-8.55046032093854e-09
"","x"
"1",-3.11809418757704e-07
"","x"
"1",-3.92358833787854e-05
"","x"
"1",-0.00133258613967074
"","x"
"1",-0.104621523224568
"","x"
"1",-0.159913997068292
"","x"
"1",-4.82005985060138e-05
"","x"
"1",-2.13389938531761e-10
"","x"
"1",-0.024357334000058
"","x"
"1",-0.00656786897408468
"","x"
"1",-51.5559149833657
"","x"
"1",-0.0002079647823576
"","x"
"1",-0.0669645782783057
"","x"
"1",-1.44438904285948e-05
"","x"
"1",-9.0776865333984e-07
"","x"
"1",-0.000343491781851467
"","x"
"1",-1.61502735058751e-06
"","x"
"1",-0.00198901086439385
"","x"
"1",-5.16554427864072e-08
"","x"
"1",-0.0167233947991512
"","x"
"1",-0.00103286263733859
"","x"
"1",-5.51773553759801
"","x"
"1",-0.535668342315716
"","x"
"1",-4.2625610454071
"","x"
"1",-5.57046289852883
"","x"
"1",-1.61011019910856e-05
"","x"
"1",-7.80804638789371e-07
"","x"
"1",-0.0200867848738295
"","x"
"1",-0.0251710360743633
"","x"
"1",12.8565950853299
"","x"
"1",0.00148618448609639
"","x"
"1",1.44398271061553e-06
"","x"
"1",1.59927128744175e-07
"","x"
"1",2.2630491170253e-08
"","x"
"1",0.00966841858199308
"","x"
"1",3.03320253372498e-06
"","x"
"1",2.05267980722126e-05
"","x"
"1",0.00022773941725245
"","x"
"1",-1.03812269942227
"","x"
"1",-11650.2386235911
"","x"
"1",-8.24653815487454
"","x"
"1",-2.02429719264458e-05
"","x"
"1",-2.4452693476951
"","x"
"1",-2.03629121877009
"","x"
"1",-125.447637213379
"","x"
"1",-47.576086240053
"","x"
"1",-8.58972899456273
"","x"
"1",1.04724789025748e-06
"","x"
"1",3.09122231576344e-06
"","x"
"1",9.25508050488673e-06
"","x"
"1",0.000147446449003388
"","x"
"1",2.23087829063739e-07
"","x"
"1",0.0585704241725028
"","x"
"1",0.00504528257818426
"","x"
"1",5.84775415894811e-05
"","x"
"1",6.04771446949259e-08
"","x"
"1",4.39085686155735e-07
"","x"
"1",0.000520588363448309
"","x"
"1",1.15688788324846e-07
"","x"
"1",0.000266332292902362
"","x"
"1",2.65410139096368e-06
"","x"
"1",3.75934072524408e-05
"","x"
"1",0.003370741008209
"","x"
"1",2.55249900284892e-05
"","x"
"1",0.000625761252278954
"","x"
"1",1.84883656424804e-08
"","x"
"1",4.85904209180423e-07
"","x"
"1",0.0125468667288474
"","x"
"1",0.000106268093546779
"","x"
"1",1.53068088487473e-05
"","x"
"1",9.52142766718234e-08
"","x"
"1",0.000356357519947049
"","x"
"1",0.000303846802994938
"","x"
"1",4.97210187448233e-05
"","x"
"1",2.66473199867316e-05
"","x"
"1",2.25758067992025e-06
"","x"
"1",0.000338139461986409
"","x"
"1",1.84331397673292e-06
"","x"
"1",1.00264341343359e-08
"","x"
"1",0.00415533839430499
"","x"
"1",-0.0282013647592869
"","x"
"1",-0.0322866802827546
"","x"
"1",-1.81247556945291e-07
"","x"
"1",0.00866555382157941
"","x"
"1",2.53550449367157e-09
"","x"
"1",3.38748155176892e-08
"","x"
"1",1.72272713790648e-07
"","x"
"1",1.58349190701261e-07
"","x"
"1",1.87541379434046e-07
"","x"
"1",1.88602715457572e-08
"","x"
"1",1.87956840987495e-05
"","x"
"1",3.77089626852258e-05
"","x"
"1",7.13595790412941e-05
"","x"
"1",1.45025530905101e-07
"","x"
"1",5.95319551513311e-05
"","x"
"1",9.51248042684929e-08
"","x"
"1",5.46211450391408e-10
"","x"
"1",6.2463003429081e-07
"","x"
"1",-3835.54471604712
"","x"
"1",2.47110906570372e-06
"","x"
"1",4.58485768880417e-09
"","x"
"1",4.06562076473924e-06
"","x"
"1",2.49582626695408e-07
"","x"
"1",9.94457793146875e-06
"","x"
"1",4.56009715798763e-05
"","x"
"1",5.84599338983324e-08
"","x"
"1",1.53152602515912e-05
"","x"
"1",9.51068123188891e-07
"","x"
"1",3.22513989047343e-07
"","x"
"1",5.77339995985011e-07
"","x"
"1",4.11122952287935e-08
"","x"
"1",6.24174865319279e-08
"","x"
"1",6.13141141456088e-06
"","x"
"1",3.21477911339096e-07
"","x"
"1",1.8011164918752e-07
"","x"
"1",4.83570142437963e-07
"","x"
"1",2.41744778947542e-06
"","x"
"1",7.99016401011534e-08
"","x"
"1",5.31420285465663e-07
"","x"
"1",8.39303472238424e-07
"","x"
"1",1.1134463136953e-05
"","x"
"1",6.43225626887644e-07
"","x"
"1",4.95206265623283e-07
"","x"
"1",1.27039789495887e-05
"","x"
"1",2.30832509709156e-08
"","x"
"1",8.47220073608006e-09
"","x"
"1",6.13082176430385e-09
"","x"
"1",5.53846989079872e-06
"","x"
"1",5.22284762603396e-07
"","x"
"1",1.76869669112042e-07
"","x"
"1",4.02615628030173e-09
"","x"
"1",4.4539259897605e-06
"","x"
"1",3.06150210008779e-06
"","x"
"1",9.62646084601369e-07
"","x"
"1",1.53128424259024e-06
"","x"
"1",-0.061835724736234
"","x"
"1",-0.0599270244476955
"","x"
"1",3.2852552765641e-07
"","x"
"1",6.43530509118535e-07
"","x"
"1",2.54400656081288e-08
"","x"
"1",2.29987342181728e-07
"","x"
"1",1.19913979445723e-05
"","x"
"1",1.57476569190813e-08
"","x"
"1",4.17000348590092e-06
"","x"
"1",6.59417755810576e-05
"","x"
"1",5.97040483109779e-08
"","x"
"1",0.00533213859371706
"","x"
"1",3.65906500505987e-08
"","x"
"1",-8.20280230021334e-09
"","x"
"1",-0.000306744512365439
"","x"
"1",-1.08865418380982e-07
"","x"
"1",-9.10300679716966e-05
"","x"
"1",-1.61484168692376e-06
"","x"
"1",-2.37360263158695e-06
"","x"
"1",-2.00896551332333e-06
"","x"
"1",1.00203942756463
"","x"
"1",0.00220497016180282
"","x"
"1",0.000863329712295524
"","x"
"1",0.00153354367198755
"","x"
"1",0.0123908897519431
"","x"
"1",-10.7726146648329
"","x"
"1",-0.000116286202271887
"","x"
"1",-0.00918376921113762
"","x"
"1",0.0817082363090407
"","x"
"1",3.21482797523073e-05
"","x"
"1",0.00462730334652561
"","x"
"1",1.23645994075116
"","x"
"1",0.19336002032037
"","x"
"1",0.00085301947158678
"","x"
"1",0.00752196684868522
"","x"
"1",0.0286843493285074
"","x"
"1",0.00104994463019281
"","x"
"1",0.00140559980115207
"","x"
"1",0.00612759356127945
"","x"
"1",0.00102703912763236
"","x"
"1",0.000914067271695698
"","x"
"1",0.238822426385497
"","x"
"1",0.0203276205339971
"","x"
"1",0.0110993773219943
"","x"
"1",24.1897698551138
"","x"
"1",0.0186281377993334
"","x"
"1",0.0103754196694297
"","x"
"1",0.0118451992656212
"","x"
"1",0.000173466262205664
"","x"
"1",0.0011630005746511
"","x"
"1",0.00065473041855843
"","x"
"1",0.07134999644162
"","x"
"1",0.00289509264101989
"","x"
"1",0.070989492545328
"","x"
"1",0.000625135550812672
"","x"
"1",0.0361503628798481
"","x"
"1",0.00110480889710773
"","x"
"1",0.160046199489877
"","x"
"1",0.00689272284461495
"","x"
"1",0.0660513992131122
"","x"
"1",0.0215159436101087
"","x"
"1",0.000862819573463069
"","x"
"1",61.7027195401333
"","x"
"1",3.06137116132095
"","x"
"1",-0.00446320601412131
"","x"
"1",-0.000784990198039404
"","x"
"1",-7.24176289086751e-06
"","x"
"1",-0.0904229050133303
"","x"
"1",-0.0482436415176579
"","x"
"1",-0.00161351710824531
"","x"
"1",-2.54644562231329e-08
"","x"
"1",-0.00430343000824801
"","x"
"1",-0.00062682338596412
"","x"
"1",-0.000618422937039804
"","x"
"1",-7.69381025539069e-06
"","x"
"1",-0.000138571377903605
"","x"
"1",-3.20761376707316e-06
"","x"
"1",-9.12337454163938e-08
"","x"
"1",-0.00277570893875434
"","x"
"1",-26.5164349383388
"","x"
"1",-0.00741398084210942
"","x"
"1",-0.0078313243948207
"","x"
"1",-2.94504974424387e-05
"","x"
"1",-0.0118857917182877
"","x"
"1",-0.0115243367221991
"","x"
"1",-7.30046455589464e-06
"","x"
"1",-0.00203264071566933
"","x"
"1",-0.00211890075522103
"","x"
"1",-0.00062174981248278
"","x"
"1",-8.11998893440649e-08
"","x"
"1",9.63615031013276e-06
"","x"
"1",-5.34995695583573e-05
"","x"
"1",-0.481400854186489
"","x"
"1",-0.000866208052018314
"","x"
"1",-0.000894109412784394
"","x"
"1",-0.00025823702395006
"","x"
"1",-0.00240630956660937
"","x"
"1",-5.26945617836394e-05
"","x"
"1",-1.29536093737004e-05
"","x"
"1",-6.04701306170553e-05
"","x"
"1",-2.58914182728443e-08
"","x"
"1",-5.35094641058114e-10
"","x"
"1",-0.000528863169756019
"","x"
"1",-0.00550321234513951
"","x"
"1",-0.0123829427597157
"","x"
"1",-0.00202902070317673
"","x"
"1",-0.00835898606147589
"","x"
"1",-0.00323676635627806
"","x"
"1",-0.00361895870058698
"","x"
"1",-0.00145722349906166
"","x"
"1",-0.0410844809927351
"","x"
"1",-990.816836322891
"","x"
"1",-0.00261167481344501
"","x"
"1",-2.91314203034821e-07
"","x"
"1",-0.00914429622115875
"","x"
"1",-0.0100399425402529
"","x"
"1",-0.120740969279225
"","x"
"1",-2.45235991630109e-07
"","x"
"1",-0.01956697014671
"","x"
"1",-0.104155487995625
"","x"
"1",-1.45612716305758e-08
"","x"
"1",-0.0552984501950857
"","x"
"1",-7.20140630395345e-06
"","x"
"1",-0.0559872028600812
"","x"
"1",-0.0031476860017298
"","x"
"1",-8.91505790508867e-05
"","x"
"1",-0.0597713218924483
"","x"
"1",-0.00488100082925769
"","x"
"1",-0.0229364228735696
"","x"
"1",-0.0304960290676956
"","x"
"1",-0.0440833960468774
"","x"
"1",-1.2411115639376e-05
"","x"
"1",-0.000142610964918435
"","x"
"1",-0.000763222961194535
"","x"
"1",-0.000143104002405624
"","x"
"1",-0.221563127391015
"","x"
"1",1.22746651364247e-05
"","x"
"1",4.90280483831653e-07
"","x"
"1",4.06165309159288e-07
"","x"
"1",8.49906382462606e-09
"","x"
"1",1.13030495829535e-05
"","x"
"1",8.10041261472946e-05
"","x"
"1",8.50017970953739e-08
"","x"
"1",2.23171011793884e-06
"","x"
"1",0.0437672230336057
"","x"
"1",1.8445779073136e-05
"","x"
"1",3.7702780746196e-06
"","x"
"1",2.98632598063792e-07
"","x"
"1",4.48871904473389e-06
"","x"
"1",3.26975964363594e-06
"","x"
"1",0.00187441385964464
"","x"
"1",1.02121356866877e-06
"","x"
"1",1.53792395385279e-07
"","x"
"1",0.000742239659243624
"","x"
"1",7.25313309173287e-09
"","x"
"1",1.86602044313221e-07
"","x"
"1",-0.00751131944636374
"","x"
"1",5.67438406942908e-06
"","x"
"1",3.29671496624641e-05
"","x"
"1",1.37690883807834e-06
"","x"
"1",-41.5905235481878
"","x"
"1",-35754.9210874811
"","x"
"1",-138.166127696542
"","x"
"1",-9.60875195038513e-06
"","x"
"1",-5.18750720883691
"","x"
"1",-1.04495351789865
"","x"
"1",-3.56250954703819
"","x"
"1",-14.8706438720105
"","x"
"1",-182.054617935442
"","x"
"1",-4.67805584844245
"","x"
"1",6.48259250349281e-07
"","x"
"1",3.62190300854855e-08
"","x"
"1",1.10872232989575e-05
"","x"
